trial,start_time,end_time,label,duration
1,2028850,2029078,fixation,228
1,2029079,2029120,saccade,41
1,2029121,2029128,pso,7
1,2029129,2029273,fixation,144
1,2029274,2029301,saccade,27
1,2029302,2029313,pso,11
1,2029314,2029451,fixation,137
1,2029452,2029505,saccade,53
1,2029506,2029512,pso,6
1,2029513,2029642,fixation,129
1,2029643,2029695,saccade,52
1,2029696,2029706,pso,10
1,2029707,2029734,fixation,27
2,1822576,1822741,fixation,165
2,1822742,1822795,saccade,53
2,1822796,1822913,fixation,117
2,1822914,1822958,saccade,44
2,1822959,1822972,pso,13
2,1822973,1823199,fixation,226
2,1823200,1823270,saccade,70
2,1823271,1823288,pso,17
2,1823289,1823357,fixation,68
3,1991058,1991090,fixation,32
3,1991091,1991135,saccade,44
3,1991136,1991304,fixation,168
3,1991305,1991347,saccade,42
3,1991348,1991365,pso,17
3,1991366,1991544,fixation,178
3,1991545,1991568,saccade,23
3,1991569,1991594,pso,25
3,1991595,1991713,fixation,118
3,1991714,1991756,saccade,42
3,1991757,1991776,pso,19
3,1991777,1992061,fixation,284
3,1992062,1992107,saccade,45
3,1992108,1992229,fixation,121
4,1718139,1718209,fixation,70
4,1718210,1718244,saccade,34
4,1718245,1718262,pso,17
4,1718263,1718395,fixation,132
4,1718396,1718435,saccade,39
4,1718436,1718452,pso,16
4,1718453,1718580,fixation,127
4,1718581,1718625,saccade,44
4,1718626,1718645,pso,19
4,1718646,1718795,fixation,149
4,1718796,1718833,saccade,37
4,1718834,1718849,pso,15
4,1718850,1719019,fixation,169
4,1719020,1719062,saccade,42
4,1719063,1719079,pso,16
4,1719080,1719175,fixation,95
4,1719176,1719246,saccade,70
4,1719247,1719268,pso,21
4,1719269,1719404,fixation,135
5,1858109,1858292,fixation,183
5,1858293,1858337,saccade,44
5,1858338,1858359,pso,21
5,1858360,1858492,fixation,132
5,1858493,1858522,saccade,29
5,1858523,1858537,pso,14
5,1858538,1858658,fixation,120
5,1858659,1858696,saccade,37
5,1858697,1858776,fixation,79
5,1858777,1858885,saccade,108
5,1858886,1858973,fixation,87
6,1755395,1755583,fixation,188
6,1755584,1755623,saccade,39
6,1755624,1755642,pso,18
6,1755643,1755795,fixation,152
6,1755796,1755820,saccade,24
6,1755821,1755830,pso,9
6,1755831,1755924,fixation,93
6,1755925,1755970,saccade,45
6,1755971,1755981,pso,10
6,1755982,1756201,fixation,219
6,1756202,1756318,saccade,116
6,1756319,1756453,fixation,134
6,1756454,1756499,saccade,45
7,1998743,1998952,fixation,209
7,1998953,1998994,saccade,41
7,1998995,1999002,pso,7
7,1999003,1999289,fixation,286
7,1999290,1999328,saccade,38
7,1999329,1999336,pso,7
7,1999337,1999431,fixation,94
7,1999432,1999476,saccade,44
7,1999477,1999493,pso,16
7,1999494,1999556,fixation,62
7,1999557,1999617,saccade,60
7,1999618,1999637,pso,19
7,1999638,1999846,fixation,208
7,1999847,1999888,saccade,41
7,1999889,1999907,pso,18
7,1999908,2000052,fixation,144
7,2000053,2000096,saccade,43
