trial,start_time,end_time,label,duration
1,1859504,1859668,fixation,164
1,1859669,1859705,saccade,36
1,1859706,1859717,pso,11
1,1859718,1859855,fixation,137
1,1859856,1859895,saccade,39
1,1859896,1859913,pso,17
1,1859914,1859989,fixation,75
1,1859990,1860027,saccade,37
1,1860028,1860037,pso,9
1,1860038,1860216,fixation,178
1,1860217,1860259,saccade,42
1,1860260,1860280,pso,20
1,1860281,1860466,fixation,185
1,1860467,1860484,saccade,17
1,1860485,1860494,pso,9
1,1860495,1860718,fixation,223
2,1896242,1896314,fixation,72
2,1896315,1896332,saccade,17
2,1896333,1896340,pso,7
2,1896341,1896453,fixation,112
2,1896454,1896487,saccade,33
2,1896488,1896510,pso,22
2,1896511,1896606,fixation,95
2,1896607,1896642,saccade,35
2,1896643,1896768,fixation,125
2,1896769,1896799,saccade,30
2,1896800,1896822,pso,22
2,1896823,1896901,fixation,78
3,1893387,1893573,fixation,186
3,1893574,1893603,saccade,29
3,1893604,1893621,pso,17
3,1893622,1893724,fixation,102
3,1893725,1893756,saccade,31
3,1893757,1893768,pso,11
3,1893769,1893931,fixation,162
3,1893932,1893971,saccade,39
3,1893972,1893981,pso,9
3,1893982,1894112,fixation,130
3,1894113,1894168,saccade,55
3,1894169,1894182,pso,13
3,1894183,1894278,fixation,95
4,1761856,1762004,fixation,148
4,1762005,1762021,saccade,16
4,1762022,1762031,pso,9
4,1762032,1762056,fixation,24
4,1762057,1762099,saccade,42
4,1762100,1762112,pso,12
4,1762113,1762313,fixation,200
4,1762314,1762346,saccade,32
4,1762347,1762367,pso,20
4,1762368,1762503,fixation,135
4,1762504,1762548,saccade,44
4,1762549,1762561,pso,12
4,1762562,1762675,fixation,113
5,1849179,1849340,fixation,161
5,1849341,1849381,saccade,40
5,1849382,1849409,pso,27
5,1849410,1849495,fixation,85
5,1849496,1849533,saccade,37
5,1849534,1849559,pso,25
5,1849560,1849705,fixation,145
5,1849706,1849741,saccade,35
5,1849742,1849756,pso,14
5,1849757,1849884,fixation,127
5,1849885,1849923,saccade,38
5,1849924,1849938,pso,14
5,1849939,1850104,fixation,165
5,1850105,1850163,saccade,58
5,1850164,1850194,pso,30
5,1850195,1850347,fixation,152
5,1850348,1850408,saccade,60
5,1850409,1850427,pso,18
5,1850428,1850707,fixation,279
5,1850708,1850750,saccade,42
5,2021215,2021391,fixation,176
5,2021392,2021432,saccade,40
5,2021433,2021442,pso,9
5,2021443,2021520,fixation,77
5,2021521,2021562,saccade,41
5,2021563,2021572,pso,9
5,2021573,2021719,fixation,146
5,2021720,2021949,blink,229
5,2021950,2022131,fixation,181
5,2022132,2022174,saccade,42
5,2022175,2022183,pso,8
5,2022184,2022341,fixation,157
5,2022342,2022391,saccade,49
5,2022392,2022398,pso,6
5,2022399,2022568,fixation,169
5,2022569,2022595,saccade,26
5,2022596,2022603,pso,7
5,2022604,2022659,fixation,55
5,2022660,2022678,saccade,18
5,2022679,2022686,pso,7
5,2022687,2022801,fixation,114
5,2022802,2022842,saccade,40
5,2022843,2022853,pso,10
5,2022854,2022910,fixation,56
6,2024838,2024923,fixation,85
6,2024924,2024951,saccade,27
6,2024952,2024959,pso,7
6,2024960,2025058,fixation,98
6,2025059,2025095,saccade,36
6,2025096,2025103,pso,7
6,2025104,2025228,fixation,124
6,2025229,2025278,saccade,49
6,2025279,2025286,pso,7
