trial,start_time,end_time,label,duration
1,7168238,7168302,fixation,64
1,7168303,7168327,saccade,24
1,7168328,7168338,pso,10
1,7168339,7168571,fixation,232
1,7168572,7168611,saccade,39
1,7168612,7168621,pso,9
1,7168622,7168736,fixation,114
1,7168737,7168763,saccade,26
1,7168764,7168889,fixation,125
1,7168890,7168912,saccade,22
1,7168913,7168926,pso,13
1,7168927,7169014,fixation,87
1,7169015,7169058,saccade,43
1,7169059,7169078,pso,19
1,7169079,7169118,fixation,39
1,7169119,7169150,saccade,31
1,7169151,7169174,pso,23
1,7169175,7169429,fixation,254
1,7169430,7169475,saccade,45
1,7169476,7169493,pso,17
1,7169494,7169592,fixation,98
2,7253180,7253331,fixation,151
2,7253332,7253377,saccade,45
2,7253378,7253396,pso,18
2,7253397,7253516,fixation,119
2,7253517,7253544,saccade,27
2,7253545,7253565,pso,20
2,7253566,7253838,fixation,272
2,7253839,7253854,saccade,15
2,7253855,7253866,pso,11
2,7253867,7253927,fixation,60
2,7253928,7253973,saccade,45
2,7253974,7253997,pso,23
2,7253998,7254067,fixation,69
2,7254068,7254110,saccade,42
2,7254111,7254116,unclear,5
2,7254117,7254127,pso,10
2,7254128,7254334,fixation,206
2,7254335,7254379,saccade,44
2,7254380,7254624,fixation,244
3,7295185,7295330,fixation,145
3,7295331,7295369,saccade,38
3,7295370,7295388,pso,18
3,7295389,7295502,fixation,113
3,7295503,7295559,saccade,56
3,7295560,7295809,fixation,249
3,7295810,7295831,saccade,21
3,7295832,7295857,pso,25
3,7295858,7296199,fixation,341
3,7296200,7296218,saccade,18
3,7296219,7296384,fixation,165
3,7296385,7296399,saccade,14
3,7296400,7296486,fixation,86
3,7296487,7296522,saccade,35
3,7296523,7296535,pso,12
3,7296536,7296603,fixation,67
3,7296604,7296661,saccade,57
3,7296662,7296684,pso,22
3,7296685,7296815,fixation,130
3,7296816,7296846,saccade,30
3,7296847,7296868,pso,21
3,7296869,7297006,fixation,137
3,7297007,7297044,saccade,37
3,7297045,7297065,pso,20
3,7297066,7297178,fixation,112
3,7297179,7297220,saccade,41
3,7297221,7297228,pso,7
3,7297229,7297266,fixation,37
4,7170718,7170873,fixation,155
4,7170874,7170924,saccade,50
4,7170925,7170943,pso,18
4,7170944,7171075,fixation,131
4,7171076,7171100,saccade,24
4,7171101,7171122,pso,21
4,7171123,7171231,fixation,108
4,7171232,7171250,saccade,18
4,7171251,7171269,pso,18
4,7171270,7171294,fixation,24
4,7171295,7171327,saccade,32
4,7171328,7171349,pso,21
4,7171350,7171433,fixation,83
4,7171434,7171470,saccade,36
4,7171471,7171484,pso,13
4,7171485,7171775,fixation,290
4,7171776,7171813,saccade,37
4,7171814,7171826,pso,12
4,7171827,7172008,fixation,181
4,7172009,7172032,saccade,23
4,7172033,7172050,pso,17
4,7172051,7172121,fixation,70
5,7440501,7440516,fixation,15
5,7440517,7440577,saccade,60
5,7440578,7440669,fixation,91
5,7440670,7440724,saccade,54
5,7440725,7440744,pso,19
5,7440745,7441045,fixation,300
5,7441046,7441149,saccade,103
5,7441150,7441251,fixation,101
5,7441252,7441279,saccade,27
5,7441280,7441391,fixation,111
5,7441392,7441449,saccade,57
5,7441450,7441574,fixation,124
5,7441575,7441608,saccade,33
5,7441609,7441623,pso,14
5,7441624,7441743,fixation,119
5,7441744,7441785,saccade,41
5,7441786,7441990,fixation,204
5,7441991,7442011,saccade,20
5,7442012,7442173,fixation,161
5,7442174,7442225,saccade,51
5,7442226,7442244,pso,18
5,7442245,7442410,fixation,165
5,7442411,7442433,saccade,22
6,7450839,7450848,saccade,9
6,7450849,7450859,pso,10
6,7450860,7450994,fixation,134
6,7450995,7451034,saccade,39
6,7451035,7451253,fixation,218
6,7451254,7451289,saccade,35
6,7451290,7451559,fixation,269
6,7451560,7451590,saccade,30
6,7451591,7451600,pso,9
6,7451601,7451706,fixation,105
6,7451707,7451758,saccade,51
6,7451759,7451866,fixation,107
6,7451867,7451914,saccade,47
6,7451915,7451923,pso,8
6,7451924,7452032,fixation,108
6,7452033,7452059,saccade,26
6,7452060,7452071,pso,11
6,7452072,7452159,fixation,87
6,7452160,7452210,saccade,50
6,7452211,7452340,fixation,129
7,7192082,7192191,fixation,109
7,7192192,7192237,saccade,45
7,7192238,7192258,pso,20
7,7192259,7192394,fixation,135
7,7192395,7192429,saccade,34
7,7192430,7192455,pso,25
7,7192456,7192792,fixation,336
7,7192793,7192821,saccade,28
7,7192822,7192836,pso,14
7,7192837,7193174,fixation,337
7,7193175,7193201,saccade,26
7,7193202,7193348,fixation,146
7,7193349,7193390,fixation,41
7,7193391,7193402,pso,11
7,7193403,7193453,fixation,50
7,7193454,7193488,saccade,34
7,7193489,7193501,pso,12
7,7193502,7193544,fixation,42
7,7193545,7193578,saccade,33
7,7193579,7193589,pso,10
7,7193590,7193750,fixation,160
7,7193751,7193770,saccade,19
7,7193771,7193778,pso,7
7,7193779,7193929,fixation,150
7,7193930,7193952,saccade,22
7,7193953,7194121,fixation,168
7,7194122,7194182,saccade,60
7,7194183,7194202,pso,19
7,7194203,7194372,fixation,169
7,7194373,7194421,saccade,48
7,7194422,7194435,pso,13
7,7194436,7194596,fixation,160
7,7194597,7194635,saccade,38
7,7194636,7194657,pso,21
7,7194658,7194734,fixation,76
7,7194735,7194970,saccade,235
7,7194971,7195035,unclear,64
7,7195036,7195065,saccade,29
8,7259683,7260138,fixation,455
8,7260139,7260172,saccade,33
8,7260173,7260189,pso,16
8,7260190,7260416,fixation,226
8,7260417,7260446,saccade,29
8,7260447,7260470,pso,23
8,7260471,7260614,fixation,143
8,7260615,7260667,saccade,52
8,7260668,7260688,pso,20
8,7260689,7260744,fixation,55
8,7260745,7260788,saccade,43
8,7260789,7260812,pso,23
8,7260813,7260942,fixation,129
8,7260943,7260980,saccade,37
8,7260981,7260991,pso,10
8,7260992,7261187,fixation,195
9,7479884,7480011,fixation,127
9,7480012,7480045,saccade,33
9,7480046,7480063,pso,17
9,7480064,7480261,fixation,197
9,7480262,7480281,saccade,19
9,7480282,7480294,pso,12
9,7480295,7480595,fixation,300
9,7480596,7480615,saccade,19
9,7480616,7480653,fixation,37
9,7480654,7480690,saccade,36
9,7480691,7480705,pso,14
9,7480706,7480774,fixation,68
9,7480775,7480815,saccade,40
9,7480816,7480829,pso,13
9,7480830,7480977,fixation,147
9,7480978,7481005,saccade,27
9,7481006,7481021,pso,15
9,7481022,7481177,fixation,155
10,7417489,7417609,fixation,120
10,7417610,7417654,saccade,44
10,7417655,7417800,fixation,145
10,7417801,7417827,saccade,26
10,7417828,7417842,pso,14
10,7417843,7418121,fixation,278
10,7418122,7418146,saccade,24
10,7418147,7418352,fixation,205
10,7418353,7418367,saccade,14
10,7418368,7418377,pso,9
10,7418378,7418454,fixation,76
10,7418455,7418489,saccade,34
10,7418490,7418503,pso,13
10,7418504,7418606,fixation,102
10,7418607,7418651,saccade,44
10,7418652,7418662,pso,10
10,7418663,7418769,fixation,106
10,7418770,7418806,saccade,36
10,7418807,7418972,fixation,165
10,7418973,7419105,saccade,132
10,7419106,7419181,fixation,75
11,7420626,7420656,saccade,30
11,7420657,7420811,fixation,154
11,7420812,7420863,saccade,51
11,7420864,7420872,pso,8
11,7420873,7421080,fixation,207
11,7421081,7421105,saccade,24
11,7421106,7421135,pso,29
11,7421136,7421337,fixation,201
11,7421338,7421354,saccade,16
11,7421355,7421376,pso,21
11,7421377,7421518,fixation,141
11,7421519,7421552,saccade,33
11,7421553,7421576,pso,23
11,7421577,7421665,fixation,88
11,7421666,7421717,saccade,51
11,7421718,7421729,pso,11
11,7421730,7422015,fixation,285
11,7422016,7422049,saccade,33
11,7422050,7422067,pso,17
11,7422068,7422150,fixation,82
11,7422151,7422211,saccade,60
11,7422212,7422237,fixation,25
12,7321076,7321217,fixation,141
12,7321218,7321258,saccade,40
12,7321259,7321277,pso,18
12,7321278,7321403,fixation,125
12,7321404,7321429,saccade,25
12,7321430,7321454,pso,24
12,7321455,7321653,fixation,198
12,7321654,7321673,saccade,19
12,7321674,7321693,pso,19
12,7321694,7321759,fixation,65
12,7321760,7321803,saccade,43
12,7321804,7321823,pso,19
12,7321824,7321919,fixation,95
12,7321920,7321964,saccade,44
12,7321965,7321987,pso,22
12,7321988,7322280,fixation,292
12,7322281,7322320,saccade,39
12,7322321,7322341,pso,20
12,7322342,7322515,fixation,173
13,7323671,7323858,fixation,187
13,7323859,7323890,saccade,31
13,7323891,7323911,pso,20
