trial,start_time,end_time,label,duration
1,9191603,9191657,fixation,54
1,9191658,9191684,saccade,26
1,9191685,9191718,pso,33
1,9191719,9191918,fixation,199
1,9191919,9191945,saccade,26
1,9191946,9191983,pso,37
1,9191984,9192172,fixation,188
1,9192173,9192192,saccade,19
1,9192193,9192211,pso,18
1,9192212,9192371,fixation,159
1,9192372,9192397,saccade,25
1,9192398,9192428,pso,30
1,9192429,9192802,fixation,373
1,9192803,9192830,saccade,27
1,9192831,9192854,pso,23
1,9192855,9193034,fixation,179
1,9193035,9193079,saccade,44
1,9193080,9193104,pso,24
1,9193105,9193242,fixation,137
1,9193243,9193264,saccade,21
1,9193265,9193298,pso,33
1,9193299,9193534,fixation,235
1,9193535,9193561,saccade,26
1,9193562,9193602,pso,40
1,9193603,9193863,fixation,260
1,9193864,9193893,saccade,29
1,9193894,9193912,pso,18
1,9193913,9194210,fixation,297
1,9194211,9194251,saccade,40
1,9194252,9194277,pso,25
1,9194278,9194315,fixation,37
2,9014406,9014441,unclear,35
3,9378181,9378359,fixation,178
3,9378360,9378381,saccade,21
3,9378382,9378415,pso,33
3,9378416,9378648,fixation,232
3,9378649,9378688,saccade,39
3,9378689,9378720,pso,31
3,9378721,9378845,fixation,124
3,9378846,9378896,saccade,50
3,9378897,9378917,pso,20
3,9378918,9379010,fixation,92
3,9379011,9379037,saccade,26
3,9379038,9379059,pso,21
3,9379060,9379337,fixation,277
3,9379338,9379354,saccade,16
3,9379355,9379521,fixation,166
3,9379522,9379545,saccade,23
3,9379546,9379562,pso,16
3,9379563,9379701,fixation,138
3,9379702,9379719,saccade,17
3,9379720,9379730,pso,10
3,9379731,9379772,fixation,41
3,9379773,9379824,saccade,51
3,9379825,9379846,pso,21
3,9379847,9379972,fixation,125
3,9379973,9379993,saccade,20
3,9379994,9380002,pso,8
3,9380003,9380237,fixation,234
4,9258819,9258991,fixation,172
4,9258992,9259012,saccade,20
4,9259013,9259043,pso,30
4,9259044,9259167,fixation,123
4,9259168,9259190,saccade,22
4,9259191,9259227,pso,36
4,9259228,9259449,fixation,221
4,9259450,9259476,saccade,26
4,9259477,9259511,pso,34
4,9259512,9259652,fixation,140
4,9259653,9259693,saccade,40
4,9259694,9259718,pso,24
4,9259719,9259905,fixation,186
4,9259906,9259934,saccade,28
4,9259935,9259962,pso,27
4,9259963,9260117,fixation,154
4,9260118,9260171,saccade,53
4,9260172,9260202,pso,30
4,9260203,9260399,fixation,196
4,9260400,9260419,saccade,19
4,9260420,9260451,pso,31
4,9260452,9260627,fixation,175
5,9450138,9450172,fixation,34
5,9450173,9450184,saccade,11
5,9450185,9450210,pso,25
5,9450211,9450406,fixation,195
5,9450407,9450434,saccade,27
5,9450435,9450458,pso,23
5,9450459,9450620,fixation,161
5,9450621,9450656,saccade,35
5,9450657,9450680,pso,23
5,9450681,9450753,fixation,72
5,9450754,9450782,saccade,28
5,9450783,9450808,pso,25
5,9450809,9450892,fixation,83
5,9450893,9450937,saccade,44
5,9450938,9451094,fixation,156
5,9451095,9451139,unclear,44
5,9451140,9451258,fixation,118
5,9451259,9451280,saccade,21
5,9451281,9451303,pso,22
5,9451304,9451384,blink,80
5,9451521,9451581,blink,60
5,9451582,9451746,fixation,164
5,9451747,9451776,saccade,29
5,9451777,9451798,pso,21
5,9451799,9451872,fixation,73
5,9451873,9451902,saccade,29
5,9451903,9451937,pso,34
5,9451938,9452129,fixation,191
5,9452130,9452147,saccade,17
5,9452148,9452162,pso,14
5,9452163,9452206,fixation,43
6,9297918,9298112,fixation,194
6,9298113,9298144,saccade,31
6,9298145,9298175,pso,30
6,9298176,9298351,fixation,175
6,9298352,9298380,saccade,28
6,9298381,9298414,pso,33
6,9298415,9298602,fixation,187
6,9298603,9298623,saccade,20
6,9298624,9298652,pso,28
6,9298653,9298953,fixation,300
6,9298954,9298974,saccade,20
6,9298975,9298990,pso,15
6,9298991,9299090,fixation,99
6,9299091,9299118,saccade,27
6,9299119,9299149,pso,30
6,9299150,9299435,fixation,285
7,9454163,9454330,fixation,167
7,9454331,9454374,saccade,43
7,9454375,9454399,pso,24
7,9454400,9454537,fixation,137
7,9454538,9454565,saccade,27
7,9454566,9454599,pso,33
7,9454600,9454712,fixation,112
7,9454713,9454757,saccade,44
7,9454758,9454783,pso,25
7,9454784,9454990,fixation,206
7,9454991,9455025,saccade,34
7,9455026,9455057,pso,31
7,9455058,9455199,fixation,141
7,9455200,9455221,saccade,21
7,9455222,9455248,pso,26
7,9455249,9455511,fixation,262
7,9455512,9455541,saccade,29
7,9455542,9455563,pso,21
7,9455564,9455660,fixation,96
7,9455661,9455694,saccade,33
7,9455695,9455728,pso,33
7,9455729,9455835,fixation,106
7,9455836,9455861,saccade,25
7,9455862,9455875,pso,13
7,9455876,9455981,fixation,105
7,9455982,9456052,saccade,70
7,9456053,9456071,pso,18
7,9456072,9456181,fixation,109
7,9456182,9456269,saccade,87
7,9456270,9456285,pso,15
8,9267982,9268152,fixation,170
8,9268153,9268186,saccade,33
8,9268187,9268217,pso,30
8,9268218,9268347,fixation,129
8,9268348,9268375,saccade,27
8,9268376,9268407,pso,31
8,9268408,9268667,fixation,259
8,9268668,9268688,saccade,20
8,9268689,9268710,pso,21
8,9268711,9269008,fixation,297
8,9269009,9269045,saccade,36
8,9269046,9269067,pso,21
8,9269068,9269196,fixation,128
8,9269197,9269238,saccade,41
8,9269239,9269265,pso,26
8,9269266,9269832,fixation,566
8,9269833,9269868,saccade,35
8,9269869,9269897,pso,28
8,9269898,9270050,fixation,152
8,9270051,9270095,saccade,44
8,9270096,9270121,pso,25
8,9270122,9270243,fixation,121
9,9028880,9029046,fixation,166
9,9029047,9029076,saccade,29
9,9029077,9029107,pso,30
9,9029108,9029300,fixation,192
9,9029301,9029345,saccade,44
9,9029346,9029367,pso,21
9,9029368,9029576,fixation,208
9,9029577,9029611,saccade,34
9,9029612,9029641,pso,29
9,9029642,9029763,fixation,121
9,9029764,9029789,saccade,25
9,9029790,9029818,pso,28
9,9029819,9030066,fixation,247
9,9030067,9030102,saccade,35
9,9030103,9030151,pso,48
9,9030152,9030459,fixation,307
9,9030460,9030494,saccade,34
9,9030495,9030518,pso,23
9,9030519,9030585,fixation,66
9,9030586,9030654,saccade,68
9,9030655,9030675,pso,20
9,9030676,9031039,fixation,363
9,9031040,9031066,saccade,26
9,9031067,9031094,pso,27
9,9031095,9031344,fixation,249
9,9031345,9031365,saccade,20
9,9031366,9031386,pso,20
9,9031387,9031450,fixation,63
10,9006551,9006722,fixation,171
10,9006723,9006754,saccade,31
10,9006755,9006806,pso,51
10,9006807,9006974,fixation,167
10,9006975,9007011,saccade,36
10,9007012,9007058,pso,46
10,9007059,9007255,fixation,196
10,9007256,9007302,saccade,46
10,9007303,9007336,pso,33
10,9007337,9007523,fixation,186
10,9007524,9007539,saccade,15
10,9007540,9007575,pso,35
10,9007576,9007703,fixation,127
10,9007704,9007733,saccade,29
10,9007734,9007763,pso,29
10,9007764,9007912,fixation,148
10,9007913,9007937,saccade,24
10,9007938,9007970,pso,32
10,9007971,9008262,fixation,291
10,9008263,9008284,saccade,21
10,9008285,9008319,pso,34
10,9008320,9008518,fixation,198
10,9008519,9008545,saccade,26
10,9008546,9008592,pso,46
10,9008593,9008665,fixation,72
10,9008666,9008702,blink,36
10,9008858,9008940,blink,82
10,9008941,9009231,fixation,290
10,9009232,9009255,saccade,23
10,9009256,9009287,pso,31
10,9009288,9009401,fixation,113
10,9009402,9009431,saccade,29
10,9009432,9009471,pso,39
10,9009472,9009513,fixation,41
11,9311298,9311330,fixation,32
11,9311331,9311347,saccade,16
11,9311348,9311371,pso,23
11,9311372,9311533,fixation,161
11,9311536,9311570,saccade,34
11,9311571,9311595,pso,24
11,9311596,9311725,fixation,129
11,9311726,9311747,saccade,21
11,9311748,9311769,pso,21
11,9311770,9311942,fixation,172
11,9311943,9311979,saccade,36
11,9311980,9312005,pso,25
11,9312006,9312056,fixation,50
11,9312057,9312141,saccade,84
11,9312142,9312168,pso,26
11,9312169,9312501,fixation,332
11,9312502,9312548,saccade,46
11,9312549,9312604,blink,55
11,9312785,9312840,blink,55
11,9312841,9312932,fixation,91
11,9312933,9312958,saccade,25
11,9312959,9313014,unclear,55
11,9313015,9313059,saccade,44
11,9313060,9313078,pso,18
11,9313079,9313123,fixation,44
11,9313124,9313159,saccade,35
11,9313160,9313188,pso,28
11,9313189,9313333,fixation,144
11,9313334,9313365,saccade,31
11,9313366,9313386,pso,20
11,9313387,9313545,fixation,158
11,9313546,9313604,saccade,58
11,9313605,9313619,pso,14
11,9313620,9313762,fixation,142
11,9313763,9313786,saccade,23
11,9313787,9313796,pso,9
12,9398418,9398607,fixation,189
12,9398608,9398638,saccade,30
12,9398639,9398673,pso,34
12,9398674,9398849,fixation,175
12,9398850,9398883,saccade,33
12,9398884,9398914,pso,30
12,9398915,9399184,fixation,269
