trial,start_time,end_time,label,duration
1,12838622,12844067,unclear,5445
2,12854757,12859308,unclear,4551
3,13057593,13057732,fixation,139
3,13057733,13057784,saccade,51
3,13057785,13057800,pso,15
3,13057801,13057913,fixation,112
3,13057914,13057956,saccade,42
3,13057957,13057980,pso,23
3,13057981,13058390,fixation,409
3,13058391,13058807,blink,416
3,13058808,13058900,fixation,92
3,13058901,13058936,saccade,35
3,13058937,13059110,fixation,173
3,13059111,13059183,saccade,72
3,13059184,13059204,pso,20
3,13059205,13059623,fixation,418
3,13059624,13059676,saccade,52
3,13059677,13059696,pso,19
3,13059697,13059872,fixation,175
3,13059873,13059924,saccade,51
3,13059925,13059944,pso,19
3,13059945,13060070,fixation,125
4,12867161,12867230,fixation,69
4,12867231,12867253,saccade,22
4,12867254,12867269,pso,15
4,12867270,12867443,fixation,173
4,12867444,12867476,saccade,32
4,12867477,12867491,pso,14
4,12867492,12867558,fixation,66
4,12867559,12867608,saccade,49
4,12867609,12867628,pso,19
4,12867629,12867769,fixation,140
4,12867770,12867796,saccade,26
4,12867797,12867809,pso,12
4,12867810,12868072,fixation,262
4,12868073,12868111,saccade,38
4,12868112,12868121,pso,9
4,12868122,12868449,fixation,327
4,12868450,12868478,saccade,28
4,12868479,12868719,fixation,240
4,12868720,12869119,blink,399
4,12869120,12869129,fixation,9
4,12869130,12869193,saccade,63
4,12869194,12869205,pso,11
4,12869206,12869457,fixation,251
4,12869458,12869495,saccade,37
4,12869496,12869507,pso,11
4,12869508,12869672,fixation,164
4,12869673,12869707,saccade,34
4,12869708,12869732,pso,24
4,12869733,12869891,fixation,158
5,12889318,12889337,unclear,19
5,12889338,12889541,fixation,203
5,12889542,12889588,saccade,46
5,12889589,12889644,fixation,55
5,12889645,12889684,saccade,39
5,12889685,12889693,pso,8
5,12889694,12889856,fixation,162
5,12889857,12889894,saccade,37
5,12889895,12889971,fixation,76
5,12889972,12890027,saccade,55
5,12890028,12890038,pso,10
5,12890039,12890190,fixation,151
5,12890191,12890440,blink,249
5,12890441,12890683,fixation,242
5,12890684,12890744,saccade,60
5,12890745,12890764,pso,19
5,12890765,12891029,blink,264
5,12891030,12891081,fixation,51
5,12891082,12891128,saccade,46
5,12891129,12891147,pso,18
5,12891148,12891347,fixation,199
5,12891348,12891371,saccade,23
5,12891372,12891438,fixation,66
5,12891439,12891519,saccade,80
5,12891520,12891529,pso,9
5,12891530,12891779,fixation,249
6,12975130,12975169,unclear,39
6,12975170,12975311,fixation,141
6,12975312,12975364,saccade,52
6,12975365,12975374,pso,9
6,12975375,12975538,fixation,163
6,12975539,12975580,saccade,41
6,12975581,12975600,pso,19
6,12975601,12975768,fixation,167
6,12975769,12975797,saccade,28
6,12975798,12975855,fixation,57
6,12975856,12975899,saccade,43
6,12975900,12975916,pso,16
6,12975917,12976104,fixation,187
6,12976105,12976142,saccade,37
6,12976143,12976156,pso,13
6,12976157,12976558,fixation,401
6,12976559,12976585,saccade,26
6,12976586,12976594,pso,8
6,12976595,12976677,fixation,82
6,12976678,12976922,blink,244
6,12976923,12977043,fixation,120
6,12977044,12977078,saccade,34
6,12977079,12977099,pso,20
6,12977100,12977243,fixation,143
6,12977244,12977281,saccade,37
6,12977282,12977301,pso,19
6,12977302,12977645,fixation,343
6,12977646,12977645,fixation,-1
7,13214857,13214890,fixation,33
7,13214891,13214930,saccade,39
7,13214931,13214942,pso,11
7,13214943,13215037,fixation,94
7,13215038,13215094,saccade,56
7,13215095,13215115,pso,20
7,13215116,13215201,fixation,85
7,13215202,13215450,blink,248
7,13215451,13215534,fixation,83
7,13215535,13215590,saccade,55
7,13215591,13215604,pso,13
7,13215605,13215736,fixation,131
7,13215737,13216111,blink,374
7,13216112,13216182,fixation,70
7,13216183,13216212,saccade,29
7,13216213,13216235,pso,22
7,13216236,13216394,fixation,158
7,13216395,13216446,saccade,51
7,13216447,13216462,pso,15
7,13216463,13216607,fixation,144
7,13216608,13216642,saccade,34
7,13216643,13216658,pso,15
7,13216659,13217166,fixation,507
8,12980159,12980232,fixation,73
8,12980233,12980261,unclear,28
8,12980262,12980345,fixation,83
8,12980346,12980386,saccade,40
8,12980387,12980394,pso,7
8,12980395,12980491,fixation,96
8,12980492,12980550,saccade,58
8,12980551,12980559,pso,8
8,12980560,12980732,fixation,172
8,12980733,12980771,saccade,38
8,12980772,12980785,pso,13
8,12980786,12980903,fixation,117
8,12980904,12980929,saccade,25
8,12980930,12980939,pso,9
8,12980940,12981057,fixation,117
8,12981058,12981353,blink,295
8,12981354,12981503,fixation,149
8,12981504,12981525,saccade,21
8,12981526,12981647,fixation,121
8,12981648,12981711,saccade,63
8,12981712,12981731,pso,19
8,12981732,12981969,fixation,237
