trial,start_time,end_time,label,duration
1,2185713,2185725,fixation,12
1,2185726,2185757,saccade,31
1,2185758,2185902,fixation,144
1,2185903,2185946,saccade,43
1,2185947,2185969,pso,22
1,2185970,2186116,fixation,146
1,2186117,2186153,saccade,36
1,2186154,2186165,pso,11
1,2186166,2186400,fixation,234
1,2186401,2186440,saccade,39
1,2186441,2186455,pso,14
1,2186456,2186910,fixation,454
2,1976905,1977063,fixation,158
2,1977064,1977099,saccade,35
2,1977100,1977113,pso,13
2,1977114,1977229,fixation,115
2,1977230,1977276,saccade,46
2,1977277,1977294,pso,17
2,1977295,1977439,fixation,144
2,1977440,1977482,saccade,42
2,1977483,1977494,pso,11
2,1977495,1977716,fixation,221
2,1977717,1977757,saccade,40
2,1977758,1977774,pso,16
2,1977775,1977900,fixation,125
2,1977901,1977939,saccade,38
2,1977940,1977964,pso,24
2,1977965,1978351,fixation,386
2,1978352,1978368,saccade,16
2,1978369,1978383,pso,14
2,1978384,1978529,fixation,145
2,1978530,1978577,saccade,47
2,1978578,1978613,pso,35
2,1978614,1978741,fixation,127
2,1978742,1978778,saccade,36
2,1978779,1978798,pso,19
2,1978799,1978954,fixation,155
2,1978955,1979205,blink,250
2,1979206,1979565,fixation,359
2,1979566,1979607,saccade,41
2,1979608,1979628,pso,20
2,1979629,1979927,fixation,298
2,1979928,1979968,saccade,40
2,1979969,1979990,pso,21
2,1979991,1980203,fixation,212
2,1980204,1980247,saccade,43
2,1980248,1980274,pso,26
2,1980275,1980564,fixation,289
3,2051103,2051188,fixation,85
3,2051189,2051410,blink,221
3,2051412,2051505,fixation,93
3,2051507,2051553,saccade,46
3,2051554,2051591,pso,37
3,2051592,2051684,fixation,92
3,2051685,2051737,saccade,52
3,2051738,2051758,pso,20
3,2051759,2052076,fixation,317
4,2166562,2166753,fixation,191
4,2166754,2166807,saccade,53
4,2166808,2166820,pso,12
4,2166821,2166950,fixation,129
4,2166951,2166991,saccade,40
4,2166992,2167009,pso,17
4,2167010,2167176,fixation,166
4,2167177,2167223,saccade,46
4,2167224,2167249,pso,25
4,2167250,2167488,fixation,238
4,2167489,2167532,saccade,43
4,2167533,2167538,pso,5
4,2167539,2167671,fixation,132
5,1849179,1849340,fixation,161
5,1849341,1849381,saccade,40
5,1849382,1849409,pso,27
5,1849410,1849495,fixation,85
5,1849496,1849533,saccade,37
5,1849534,1849559,pso,25
5,1849560,1849705,fixation,145
5,1849706,1849741,saccade,35
5,1849742,1849756,pso,14
5,1849757,1849884,fixation,127
5,1849885,1849923,saccade,38
5,1849924,1849938,pso,14
5,1849939,1850104,fixation,165
5,1850105,1850163,saccade,58
5,1850164,1850194,pso,30
5,1850195,1850347,fixation,152
5,1850348,1850408,saccade,60
5,1850409,1850427,pso,18
5,1850428,1850707,fixation,279
5,1850708,1850750,saccade,42
6,2191882,2192043,fixation,161
6,2192044,2192094,saccade,50
6,2192095,2192229,fixation,134
6,2192230,2192280,saccade,50
6,2192281,2192289,pso,8
6,2192290,2192473,fixation,183
6,2192474,2192508,saccade,34
6,2192509,2192519,pso,10
6,2192520,2192683,fixation,163
6,2192684,2192722,saccade,38
6,2192723,2192735,pso,12
6,2192736,2192829,fixation,93
7,1987656,1987806,fixation,150
7,1987807,1987848,saccade,41
7,1987849,1987872,pso,23
7,1987873,1988035,fixation,162
7,1988036,1988076,saccade,40
7,1988077,1988096,pso,19
7,1988097,1988352,fixation,255
7,1988353,1988403,saccade,50
7,1988404,1988418,pso,14
7,1988419,1988545,fixation,126
7,1988546,1988585,saccade,39
7,1988586,1988797,fixation,211
7,1988798,1988840,saccade,42
7,1988841,1988860,pso,19
7,1988861,1988982,fixation,121
7,1988983,1989044,saccade,61
7,1989045,1989053,pso,8
7,1989054,1989332,fixation,278
8,2122647,2122811,fixation,164
8,2122812,2122851,saccade,39
8,2122852,2122875,pso,23
8,2122876,2123050,fixation,174
8,2123051,2123083,saccade,32
8,2123084,2123095,pso,11
8,2123096,2123454,fixation,358
8,2123455,2123500,saccade,45
8,2123501,2123519,pso,18
8,2123520,2123724,fixation,204
8,2123725,2123766,saccade,41
8,2123767,2123784,pso,17
8,2123785,2123877,fixation,92
9,2194052,2194203,fixation,151
9,2194204,2194246,saccade,42
9,2194247,2194267,pso,20
9,2194268,2194433,fixation,165
9,2194434,2194472,saccade,38
9,2194473,2194490,pso,17
9,2194491,2194597,fixation,106
9,2194598,2194637,saccade,39
9,2194638,2194658,pso,20
9,2194659,2194808,fixation,149
9,2194809,2194822,saccade,13
10,1984771,1984928,fixation,157
10,1984929,1984982,saccade,53
10,1984983,1985007,pso,24
10,1985008,1985252,fixation,244
10,1985253,1985304,saccade,51
10,1985305,1985313,pso,8
10,1985314,1985417,fixation,103
10,1985418,1985467,saccade,49
10,1985468,1985477,pso,9
10,1985478,1985748,fixation,270
11,2131423,2131588,fixation,165
11,2131589,2131642,saccade,53
11,2131643,2131650,pso,7
11,2131651,2131811,fixation,160
11,2131812,2131861,saccade,49
11,2131862,2131868,pso,6
11,2131869,2132009,fixation,140
11,2132010,2132051,saccade,41
11,2132052,2132062,pso,10
11,2132063,2132293,fixation,230
11,2132294,2132350,saccade,56
11,2132351,2132389,unclear,38
12,2038406,2038578,fixation,172
12,2038579,2038621,saccade,42
12,2038622,2038838,fixation,216
12,2038839,2038891,saccade,52
12,2038892,2038906,pso,14
12,2038907,2039142,fixation,235
12,2039143,2039181,saccade,38
12,2039182,2039359,fixation,177
12,2039360,2039410,saccade,50
12,2039411,2039427,pso,16
12,2039428,2039562,fixation,134
12,2039563,2039598,saccade,35
12,2039599,2039609,pso,10
12,2039610,2039724,fixation,114
13,1871683,1871845,fixation,162
13,1871846,1871884,saccade,38
13,1871885,1871899,pso,14
13,1871900,1872042,fixation,142
13,1872043,1872088,saccade,45
13,1872089,1872117,pso,28
13,1872118,1872287,fixation,169
13,1872288,1872343,saccade,55
13,1872344,1872354,pso,10
13,1872355,1872602,fixation,247
14,1876707,1876878,fixation,171
14,1876879,1876935,saccade,56
14,1876936,1876943,pso,7
14,1876944,1877076,fixation,132
14,1877077,1877120,saccade,43
14,1877121,1877139,pso,18
14,1877140,1877285,fixation,145
14,1877286,1877329,saccade,43
14,1877330,1877345,pso,15
14,1877346,1877605,fixation,259
14,1877606,1877651,saccade,45
14,1877652,1877665,pso,13
14,1877666,1877978,fixation,312
15,2156859,2157023,fixation,164
15,2157024,2157064,saccade,40
15,2157065,2157088,pso,23
15,2157089,2157230,fixation,141
15,2157231,2157273,saccade,42
15,2157274,2157290,pso,16
15,2157291,2157413,fixation,122
15,2157414,2157460,saccade,46
15,2157461,2157476,pso,15
15,2157477,2157697,fixation,220
