trial,start_time,end_time,label,duration
1,4371302,4371310,unclear,8
2,4118941,4118973,saccade,32
2,4118974,4119093,fixation,119
2,4119094,4119131,saccade,37
2,4119132,4119151,pso,19
2,4119152,4119327,fixation,175
2,4119328,4119360,saccade,32
2,4119361,4119373,pso,12
2,4119374,4119550,fixation,176
2,4119551,4119577,saccade,26
2,4119578,4119599,pso,21
2,4119600,4119941,fixation,341
2,4119942,4119987,saccade,45
2,4119988,4120004,pso,16
2,4120005,4120131,fixation,126
2,4120132,4120181,saccade,49
2,4120182,4120275,fixation,93
3,4380890,4381050,fixation,160
3,4381051,4381090,saccade,39
3,4381091,4381113,pso,22
3,4381114,4381256,fixation,142
3,4381257,4381285,saccade,28
3,4381286,4381304,pso,18
3,4381305,4381423,fixation,118
3,4381424,4381483,saccade,59
3,4381484,4381492,pso,8
3,4381493,4381789,fixation,296
4,4404186,4404313,fixation,127
4,4404314,4404351,saccade,37
4,4404352,4404369,pso,17
4,4404370,4404479,fixation,109
4,4404480,4404520,saccade,40
4,4404521,4404538,pso,17
4,4404539,4404594,fixation,55
4,4404595,4404776,blink,181
4,4404777,4404876,fixation,99
4,4404877,4404920,saccade,43
4,4404921,4404940,pso,19
4,4404941,4405049,fixation,108
4,4405050,4405076,saccade,26
4,4405077,4405081,unclear,4
4,4405082,4405094,pso,12
4,4405095,4405102,unclear,7
5,4251504,4251739,blink,235
5,4251740,4251816,fixation,76
5,4251817,4251859,saccade,42
5,4251860,4251872,pso,12
5,4251873,4252069,fixation,196
5,4252070,4252099,saccade,29
5,4252100,4252115,pso,15
5,4252116,4252233,fixation,117
5,4252234,4252286,saccade,52
5,4252287,4252305,pso,18
5,4252306,4252523,fixation,217
6,4286285,4286421,fixation,136
6,4286422,4286451,saccade,29
6,4286452,4286476,pso,24
6,4286477,4286609,fixation,132
6,4286610,4286651,saccade,41
6,4286652,4286669,pso,17
6,4286670,4286798,fixation,128
6,4286799,4286824,saccade,25
6,4286825,4286835,pso,10
6,4286836,4286862,fixation,26
6,4286863,4287094,blink,231
6,4287095,4287203,fixation,108
7,4342110,4342168,fixation,58
7,4342169,4342194,saccade,25
7,4342195,4342214,pso,19
7,4342215,4342284,fixation,69
7,4342285,4342321,saccade,36
7,4342322,4342339,pso,17
7,4342340,4342459,fixation,119
7,4342460,4342496,saccade,36
7,4342497,4342513,pso,16
7,4342514,4342637,fixation,123
7,4342638,4342689,saccade,51
7,4342690,4342763,fixation,73
7,4342764,4342808,saccade,44
7,4342809,4342818,pso,9
7,4342819,4342847,fixation,28
8,4377599,4377739,fixation,140
8,4377740,4377779,saccade,39
8,4377780,4377801,pso,21
8,4377802,4377972,fixation,170
8,4377973,4378007,saccade,34
8,4378008,4378025,pso,17
8,4378026,4378164,fixation,138
8,4378165,4378184,saccade,19
8,4378185,4378196,pso,11
8,4378197,4378315,fixation,118
8,4378316,4378376,saccade,60
8,4378377,4378453,fixation,76
8,4378454,4378508,saccade,54
8,4378509,4378573,fixation,64
9,4283345,4283365,saccade,20
9,4283366,4283511,fixation,145
9,4283512,4283548,saccade,36
9,4283549,4283568,pso,19
9,4283569,4283701,fixation,132
9,4283702,4283732,saccade,30
9,4283733,4283752,pso,19
9,4283753,4283878,fixation,125
9,4283879,4283918,saccade,39
9,4283919,4283935,pso,16
9,4283936,4284082,fixation,146
