trial,start_time,end_time,label,duration
1,12568962,12568998,unclear,36
1,12568999,12569141,fixation,142
1,12569142,12569197,saccade,55
1,12569198,12569214,pso,16
1,12569215,12569453,fixation,238
1,12569454,12569498,saccade,44
1,12569499,12569506,pso,7
1,12569507,12569659,fixation,152
1,12569660,12569706,saccade,46
1,12569707,12569719,pso,12
1,12569720,12569889,fixation,169
1,12569890,12569911,saccade,21
1,12569912,12569967,pso,55
1,12569968,12570125,fixation,157
1,12570126,12570177,saccade,51
1,12570178,12570197,pso,19
1,12570198,12570402,fixation,204
1,12570403,12570457,saccade,54
1,12570458,12570477,pso,19
1,12570478,12570681,fixation,203
1,12570682,12570708,saccade,26
2,12419411,12419579,fixation,168
2,12419580,12419624,saccade,44
2,12419625,12419648,pso,23
2,12419649,12420169,fixation,520
2,12420170,12420182,saccade,12
2,12420183,12420203,pso,20
2,12420204,12420302,fixation,98
2,12420303,12420341,saccade,38
2,12420342,12420567,fixation,225
2,12420568,12420611,saccade,43
2,12420612,12420630,pso,18
2,12420631,12421005,fixation,374
2,12421006,12421052,saccade,46
2,12421053,12421078,pso,25
2,12421079,12421276,fixation,197
2,12421277,12421292,saccade,15
2,12421293,12421329,pso,36
2,12421330,12421375,fixation,45
2,12421376,12421391,fixation,15
2,12421481,12421527,unclear,46
2,12421528,12421572,fixation,44
2,12421573,12421611,saccade,38
2,12421612,12421626,pso,14
2,12421627,12421785,fixation,158
2,12421786,12421832,saccade,46
2,12421833,12421844,pso,11
2,12421845,12422007,fixation,162
2,12422008,12422066,saccade,58
2,12422067,12422088,pso,21
2,12422089,12422522,fixation,433
2,12422523,12422574,saccade,51
2,12422575,12422595,pso,20
2,12422596,12422782,fixation,186
2,12422783,12422828,saccade,45
2,12422829,12422843,pso,14
2,12422844,12423030,fixation,186
2,12423031,12423083,saccade,52
2,12423084,12423102,pso,18
2,12423103,12423366,fixation,263
2,12423367,12423392,unclear,25
2,12423393,12423494,fixation,101
2,12423495,12423541,saccade,46
